index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,icd3,umap_x,umap_y
1102,Q55 Other congenital malformations of male genital organs,134.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.065454565,0.13279748,-0.2285549,-0.1861731,0.20336561,0.06046902,-0.19726928,-0.1435035,-0.19539355,-0.20568663,0.16307792,-0.018521475,0.1694759,0.113672115,0.1339705,0.24414434,0.11332334,-0.23453173,0.112598,0.079624616,0.22304983,-0.19350551,-0.024636377,0.19620967,0.06828057,0.27226713,0.16442871,-0.3382972,0.20016691,0.13100778,0.4299732,0.401313,0.09930861,0.3676551,-0.13865738,-0.1255721,0.085656,-0.24129756,0.09317996,-0.12154772,0.058451384,0.111681595,-0.19954133,-0.029603994,-0.13963307,0.13837583,-0.16303511,-0.24372087,-0.15816459,0.07734679,0.16019224,-0.049857665,-0.1587655,0.057714067,0.2502326,0.2287081,-0.07677777,-0.05694873,-0.22327715,-0.19858134,0.17940447,-0.1441053,0.35302976,0.41243866,0.117754094,-0.22204198,0.2485246,-0.177257,0.12900975,-0.2144092,-0.11679145,-0.10834024,0.13897347,-0.12224297,-0.0457568,0.121329926,-0.37733546,-0.24808274,0.012228896,-0.10144248,-0.08689289,-0.15565461,0.07009143,-0.09759946,0.04939578,0.07621792,-0.19454019,0.38937455,0.21766171,-0.12400291,-0.00033502188,-0.17316112,-0.17387511,0.2497852,0.2916435,0.05952085,-0.20144401,-0.077985235,0.19849546,-0.043860454,-0.17159861,-0.059156887,-0.20294203,-0.113310434,0.20075414,0.09071578,-0.06976288,-0.034324795,-0.02839127,0.26299343,0.3752494,0.116740204,-0.17241128,-0.16156308,0.30106398,0.11800578,-0.22913879,0.20559809,0.14138207,0.10639707,Q55,-0.42785692,-0.5348296
1103,Q56 Indeterminate sex and pseudohermaphroditism,2.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.19203667,0.33201092,-0.14028431,-0.26863134,0.17582522,0.24965212,-0.11089304,-0.2203272,-0.17201258,-0.20797896,0.16801679,-0.111431785,0.32844752,0.16886778,0.21882707,0.1578724,0.24288422,-0.3640143,0.14772737,0.22228664,0.15625925,-0.18876898,-0.085559994,0.14273643,0.13000238,0.11695638,0.26090705,-0.18786019,0.18592972,0.13163528,0.15188971,0.15562065,0.16874236,0.15543742,-0.21644898,-0.23312098,0.20530869,-0.19464086,0.19280262,-0.26669827,0.13132717,0.21308555,-0.19822818,0.12841046,-0.123937644,0.19904822,-0.21084023,-0.1441594,-0.20417301,0.1635841,0.26598936,-0.110407166,-0.26058176,0.23873033,0.108222306,0.22927897,-0.15482278,-0.18584299,-0.20745689,-0.23237921,0.16043068,-0.220565,0.12688594,0.19220844,0.2430339,-0.10456675,0.3317532,-0.2971952,0.1911038,-0.21746777,-0.19866204,-0.12633382,0.18746173,-0.26544607,-0.119152755,0.18802398,-0.13023005,-0.21482053,-0.1609675,-0.120611966,-0.17517556,-0.155238,0.20930047,-0.1811342,0.18145694,0.24682762,-0.20035677,0.1347209,0.20757219,-0.19451103,-0.17109732,-0.21091385,-0.12562083,0.16043894,0.21388957,0.22171114,-0.2969009,-0.2005992,0.13856326,-0.19381972,-0.16564818,0.19907163,-0.34151173,-0.15949118,0.21859275,0.12376774,-0.19540757,0.19418646,-0.15030354,0.42225924,0.2312194,0.26446602,-0.19835599,-0.23930986,0.1631525,0.19745365,-0.23548894,0.27750236,0.22087342,0.18504928,Q56,1.789826,3.3279767
1104,Q60 Renal agenesis and other reduction defects of kidney,269.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.18257883,0.194044,-0.009495821,-0.14419238,0.117125235,0.19115463,-0.25359643,-0.14336206,-0.19121847,-0.047435984,0.2291088,0.012023718,0.14298692,0.08919293,0.12933052,0.069022015,0.22167276,-0.19631173,0.020906907,0.096899755,0.22478084,-0.040062133,-0.08254437,0.06370752,-0.07005347,0.0757522,0.14152744,-0.18401298,0.15154062,-0.058077913,0.09645729,0.09752859,0.09232411,0.23195605,-0.17227909,-0.14163817,0.057416752,-0.09608935,0.09801514,-0.14077146,0.26802623,0.12228376,-0.18649009,0.1632948,-0.22218919,0.12425031,-0.17894058,-0.12345029,-0.19647072,0.3984385,0.12777685,-0.05599532,-0.15624392,0.15398985,0.08740672,0.1824418,-0.35013035,-0.1919059,-0.11121821,-0.11643893,0.058288652,-0.15172458,0.12332736,0.08602998,0.15143749,-0.04776585,0.15725747,-0.18840235,0.20902634,-0.08141422,-0.17105137,-0.041729428,0.12384699,-0.19545889,-0.14754036,0.19318679,-0.07669336,-0.112758756,-0.13815422,-0.31772536,-0.01639019,-0.08916167,0.11750644,-0.1682986,0.41138902,0.24371666,-0.21807064,0.2466688,0.05007732,-0.12289235,-0.20829375,-0.22322172,-0.11515655,0.053030282,0.25474128,0.11701408,-0.17787367,-0.14797895,0.23117526,-0.114806436,-0.15076602,0.19179463,-0.17528456,-0.2118808,0.16933884,0.2600094,-0.15058386,0.2408386,-0.16056427,0.21206869,0.1692034,0.18921854,-0.20567025,-0.16579667,0.15361647,0.16657266,-0.18815295,0.16022554,0.21986972,0.121799566,Q60,1.4339144,1.4338942
1105,Q61 Cystic kidney disease,800.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.15870953,0.13447477,-0.027790187,-0.1791606,0.06024576,0.12221329,-0.036378715,-0.1019783,-0.14558032,-0.06983002,0.09790656,-0.08537887,0.14809151,-0.05541115,0.16149569,0.18064493,0.14647642,-0.22135787,0.009678563,0.13044223,0.096323214,-0.043362983,0.20633377,0.17726038,0.078066766,0.020677065,0.12109475,-0.118993744,0.13886684,0.13061588,0.1418529,0.14817129,0.15039785,-0.025380185,-0.15572199,-0.0991362,0.07598243,-0.13882287,0.059891455,-0.1264155,0.15142554,0.07308344,-0.14356312,0.18966775,-0.19422531,0.10023608,-0.13682874,-0.23382011,-0.0654453,0.21278435,0.10885281,0.02064074,-0.14007252,0.12104673,0.13354929,0.19900657,-0.199297,-0.12993328,-0.16229738,-0.21448155,0.1670598,-0.10636942,0.23305145,0.18415722,0.13972974,-0.20290403,0.15251184,-0.16970444,0.12947446,-0.14935432,-0.08960937,-0.19097942,0.16531634,-0.14919452,-0.08275058,0.12607238,-0.2067118,-0.123179145,-0.1061217,-0.13618466,-0.12686576,-0.12475417,0.08833417,-0.18374096,0.23886889,0.13456407,-0.15801091,0.21650276,0.089455515,-0.075782344,-0.1616423,-0.12634997,-0.25460488,0.10053474,0.17303306,0.111493476,-0.14738718,-0.16780818,0.079213455,-0.08147683,-0.08644479,0.12491709,-0.17676261,-0.08863954,0.20926818,0.086654335,-0.1496272,0.06018772,-0.19853887,0.18676667,0.15081802,0.1480644,-0.12926646,-0.16615683,0.11687322,0.093156055,-0.1352735,0.1390247,0.1280387,0.12683201,Q61,0.33434814,1.645112
1106,Q62 Congenital obstructive defects of renal pelvis and congenital malformations of ureter,133.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.12815227,0.20175445,-0.100004636,-0.1426938,0.13716479,0.15978444,-0.32687205,-0.12415675,-0.17713743,-0.21358475,0.09466205,-0.07372882,0.18772689,0.10672497,0.19903316,0.10121819,0.15428351,-0.15773274,-0.013955033,0.1371586,0.28523695,-0.165777,-0.15862733,0.10439077,-0.07669445,0.121540055,0.15979768,-0.29142213,0.15511186,0.17124517,0.09558565,0.16262335,0.22319525,0.27585733,-0.06645614,-0.2090121,0.085525446,-0.20116472,0.20639576,-0.1771877,0.34467474,0.16795921,-0.1700897,-0.027203914,-0.20718311,0.119104855,-0.11310421,-0.0342925,-0.21319419,0.088495955,0.17918187,-0.021481842,-0.15716653,0.13632128,0.18575494,0.099436246,-0.3630502,-0.23237701,-0.2591418,-0.13670328,0.2262286,-0.31064308,0.21089233,0.0918936,0.09769922,-0.08704803,0.17981702,-0.12992796,0.1157779,-0.14273478,-0.18379192,0.041604772,0.14892755,-0.10054899,-0.14886342,0.33595154,-0.340641,-0.1961684,-0.18946865,-0.30425698,-0.10868326,-0.073523246,0.15105265,-0.25142178,0.31137657,0.15090129,-0.104054615,0.18095452,0.23987177,-0.26842004,-0.019577004,-0.087670684,-0.32175967,0.09226226,0.14774068,0.11706956,-0.15976341,-0.08032647,0.25840452,-0.09264302,-0.15359181,0.05271161,-0.11792162,-0.2679477,0.08548406,0.41347283,-0.114900425,0.09898566,-0.16570576,0.20281631,0.11553679,0.15277456,-0.089663066,-0.12513109,0.23668115,0.18236144,-0.13149583,0.1672394,0.10960876,0.18241057,Q62,-0.041920125,-2.2422285
1107,Q63 Other congenital malformations of kidney,509.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.02635509,0.13148136,-0.08443569,-0.19315739,0.26603115,0.12363801,-0.15727988,-0.11827361,-0.19843079,-0.23441121,0.10480452,-0.15608911,0.17638028,0.20723706,0.08891891,0.15353362,0.12048829,-0.1637614,0.1626394,0.04899777,0.19923824,-0.21892619,-0.111896075,0.109556295,0.14540702,0.21756746,0.17371908,-0.11953118,0.1584598,0.09868259,0.19700636,0.17492692,0.09111393,0.32808134,-0.1022523,-0.13143802,0.17291039,-0.27621144,0.16046482,-0.18899447,-0.020919003,0.15696172,-0.14561659,0.039437152,-0.12033764,0.15828565,-0.13574465,-0.18837413,-0.17895137,0.06556735,0.16672195,0.052669555,-0.18338941,0.217988,0.08559211,0.17408624,-0.21431364,-0.1345769,-0.20157845,-0.17940821,0.0943029,-0.1768802,0.16430245,0.094894454,0.08329378,-0.16645738,0.20377061,-0.16000901,0.18339391,-0.15130311,-0.19595042,-0.049876064,0.14276345,-0.085430555,-0.18496819,0.23332472,-0.07458317,-0.1483839,-0.095039435,-0.28081542,-0.16461092,-0.16416588,0.18819895,-0.0783628,0.13059261,0.159003,-0.1253031,0.17485178,0.2348507,-0.10443726,0.03502925,-0.07134199,-0.28307524,0.14076999,0.14965607,0.12926655,-0.16342439,-0.03173564,0.12683813,-0.15234235,-0.21287182,0.04922772,-0.15464614,-0.19115508,0.1140404,0.13532995,-0.123323776,-0.0057877195,-0.23047994,0.15175149,0.17193078,0.14234306,-0.22204736,-0.10081642,0.18524976,0.15364224,-0.11958177,0.14750354,0.16776729,0.14274386,Q63,-0.15931219,0.7928052
1108,Q64 Other congenital malformations of urinary system,150.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.12708159,0.1430242,-0.17738874,-0.08435421,0.15572773,0.12019087,-0.22367178,-0.19819294,-0.37143138,-0.12760079,0.23671009,-0.37029645,0.11363964,0.22564992,0.23300548,0.0405081,0.2063287,-0.22330624,0.31810853,0.11395429,0.24953923,-0.25511232,-0.3285853,0.15326464,0.06730249,0.30735755,0.1568294,-0.43236026,0.1580408,0.34354487,0.30228752,0.20120336,0.41482523,0.033780336,-0.09988223,-0.19831799,0.06714652,-0.08553507,0.21917133,-0.13122267,0.38332883,-0.015240618,-0.15912032,0.23791194,-0.45291123,0.1053379,-0.07698579,-0.25784603,-0.18572646,0.25982094,0.1566585,-0.07963918,-0.17350726,0.10071262,0.15782735,0.20248127,-0.42720643,-0.23932628,-0.2743556,-0.10987571,0.10169018,-0.1664416,0.22123101,0.13744316,0.17907558,-0.10952338,0.11978897,-0.1928239,0.1783215,-0.16295809,-0.082200885,0.043757502,0.13017468,-0.17464623,-0.47650337,0.2795424,-0.28034973,-0.19150293,-0.13066551,-0.11029749,-0.16235662,-0.36455014,0.17759675,-0.28351536,0.35494277,0.14167316,-0.055252943,0.18970725,0.25834885,-0.3921326,-0.05222659,-0.36700776,-0.32827982,0.23587026,0.20003457,0.09080549,-0.18238047,-0.19062689,0.29544687,-0.10901707,-0.153755,0.13609865,-0.15249862,-0.30770364,0.3577012,0.4139184,-0.11558006,0.24775279,-0.3792563,0.17984818,0.106187984,0.15289515,-0.17623633,-0.1673984,0.2775224,0.24890302,-0.17105559,0.122843064,0.24845892,0.15819599,Q64,-0.981771,-1.5927167
1109,Q65 Congenital deformities of hip,261.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.18421783,0.15857278,-0.13592295,-0.13392235,0.0635201,0.22141428,-0.106854424,-0.17752026,-0.001777792,-0.0809445,0.11614598,-0.20792657,0.18095727,0.1151141,0.07869613,0.2032054,0.34840986,-0.12875324,0.19309993,0.25201637,0.11933714,-0.12132174,-0.0010234085,0.27163696,0.32028198,0.12537986,0.1487036,-0.072784,0.19992252,0.068950236,0.19426675,0.010557241,0.19009201,0.12711662,-0.3293777,-0.14163987,0.13124014,-0.04119704,0.27607307,-0.23880044,0.13130051,0.17271793,-0.17250063,0.36411917,-0.30511957,0.09812243,-0.16675913,-0.20471804,-0.14924781,0.13129483,0.1644076,-0.15249376,-0.16098356,0.20402545,0.089938425,0.1158165,-0.22591884,-0.18648537,-0.12777895,-0.07214506,0.0828142,-0.108300954,0.23816161,0.04544044,0.12072407,-0.10428798,0.10076672,-0.14356199,0.25247192,-0.07987213,-0.15210831,-0.11988731,0.09075072,-0.1837494,-0.14372014,0.15555738,-0.08335133,-0.076727174,-0.25747186,-0.034359585,-0.14488985,-0.32153112,0.14009868,-0.05268875,0.14742216,0.24500154,-0.15812883,-0.108565174,0.17566258,-0.073919185,-0.17240544,-0.0636747,-0.10760629,0.1107451,0.10569672,0.19077352,-0.1387343,-0.19165945,-0.037973817,-0.2108429,-0.008654783,0.19944769,-0.12631603,-0.24358143,0.18498836,0.22831509,-0.3533668,0.4001118,-0.19990915,0.10784229,0.049169824,0.20741084,-0.21130642,-0.1109244,0.10804656,0.1308554,-0.13327448,0.13906094,0.07369775,0.112650916,Q65,-3.0881252,2.871695
1110,Q66 Congenital deformities of feet,918.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.10503155,0.16065092,-0.07812883,-0.21484426,0.09378479,0.095046096,-0.1843038,-0.19104639,-0.10446416,-0.15326408,0.24065329,-0.15734623,0.22620103,0.09351445,0.09480774,0.14058216,0.24368641,-0.23549604,0.2818175,0.14158407,0.0509207,-0.21883003,-0.17939118,0.15664777,-0.085347414,0.054334734,0.17468138,-0.040322367,0.10828445,-0.13452686,0.11463295,0.14668848,0.36983195,0.11688372,-0.15564835,-0.06986054,0.13245781,-0.011803836,0.091181636,-0.11475177,0.14569607,-0.040942203,-0.14194617,0.18332358,-0.12519376,0.22400974,-0.17928943,-0.1145564,-0.14127931,0.26682046,0.18182163,0.033023156,-0.19220023,0.0847461,0.05324298,0.1996929,-0.033434846,-0.22188765,-0.13468368,-0.11553902,0.05983596,-0.11726677,0.1758228,-0.015164114,0.16542377,-0.27236164,0.15167068,-0.12533975,0.11161845,-0.090830736,-0.07505187,-0.037146747,0.17037201,-0.2006313,-0.16578044,0.041797105,-0.052625272,-0.15394998,0.011479612,-0.022127612,-0.14521155,-0.22576107,0.1668061,-0.13454813,0.063442096,0.14043565,-0.19447175,0.1417988,0.13202478,-0.10361659,-0.20561491,-0.0830678,-0.09395747,0.2770488,0.15748796,0.07772814,-0.11523965,-0.15286954,-0.006784178,-0.13926052,-0.14508043,0.19964501,-0.20977838,-0.11340727,0.2784771,0.12844323,-0.07081313,0.13691922,0.002470803,0.15378632,0.0802055,0.25050974,-0.13813064,-0.22138892,0.12168555,0.11326004,-0.1892696,0.235755,0.1685429,0.11297389,Q66,0.40339476,2.9167745
1111,"Q67 Congenital musculoskeletal deformities of head, face, spine and chest",228.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.0950972,0.16798425,-0.012395083,-0.19108182,0.14258766,0.10002974,-0.17116667,-0.17317432,-0.10705693,-0.13318539,0.11736515,-0.2098252,0.21016942,0.13597123,0.1408917,0.060284078,0.21238637,-0.25971827,0.044195104,0.14439298,-0.005067267,-0.18047231,-0.20658398,0.14734352,-0.02779558,0.15634044,0.14880891,-0.12167213,0.08238188,0.07336457,0.25882077,0.095035434,0.32155657,0.2008367,-0.105601735,-0.1476335,0.21355528,-0.16169234,0.07685072,-0.13260095,0.21954368,0.028884076,-0.1180422,0.17730719,-0.120739475,0.19385853,-0.24591422,-0.09330806,-0.17319752,0.22695293,0.1872272,-0.23860921,-0.16698706,0.14274397,0.16498439,0.14591996,-0.049127746,-0.11119847,-0.11917502,-0.11656867,0.08795458,-0.11310724,0.23830344,0.024236321,0.22159915,-0.14053474,0.16567327,-0.13604894,0.19790575,-0.1895367,-0.090748124,0.12929821,0.23031917,-0.18257019,-0.15889476,0.15600407,-0.052919786,-0.10319714,-0.023404611,-0.080271386,-0.17814218,-0.22608517,0.15646903,-0.1484492,0.11371121,0.14852287,-0.15125717,0.07412807,0.20035273,-0.1507924,-0.22490576,-0.039276045,-0.16703849,0.15122764,0.15232292,0.09180571,-0.1936153,-0.15359302,0.0011076276,-0.17614812,-0.17476118,0.269305,-0.1611379,-0.22649443,0.2604821,0.17271398,-0.14394188,0.23405185,-0.1884117,0.2541491,0.111899026,0.15288283,-0.09826341,-0.20342715,0.22111964,0.07546017,-0.18771602,0.18393646,0.15568131,0.22042288,Q67,0.21966302,3.041225
1112,Q68 Other congenital musculoskeletal deformities,86.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.19717208,0.312491,-0.14849505,-0.27462777,0.16955087,0.19746211,-0.11734953,-0.21101856,-0.168547,-0.22430812,0.13182257,-0.14773116,0.3138696,0.12647238,0.27533716,0.1410808,0.22277506,-0.3581126,0.16694956,0.20472778,0.17058778,-0.19179979,-0.12154331,0.16383687,0.120335296,0.12735249,0.27182913,-0.23164898,0.20895852,0.11535047,0.16597864,0.13923416,0.18236728,0.13285877,-0.17360726,-0.22146495,0.1694627,-0.15980786,0.18690147,-0.26790184,0.14488257,0.24065933,-0.26121444,0.1861623,-0.16282593,0.26036796,-0.2598956,-0.14751911,-0.22082154,0.17192322,0.22564615,-0.15263247,-0.31362057,0.21314467,0.15699099,0.20728146,-0.1291848,-0.20143732,-0.22816315,-0.22983234,0.1641164,-0.21583582,0.14377803,0.16825789,0.25091118,-0.15512428,0.27619395,-0.2775195,0.24324703,-0.22400062,-0.23973116,-0.11102835,0.1922426,-0.27497005,-0.14344425,0.1693758,-0.16297787,-0.26449758,-0.16760556,-0.11009851,-0.18182947,-0.14543973,0.21288243,-0.16369723,0.16368331,0.24469513,-0.2057083,0.18519902,0.20250927,-0.21221691,-0.23608314,-0.17998888,-0.16501237,0.19237518,0.1937408,0.23449862,-0.3231917,-0.18123204,0.11195375,-0.19023101,-0.15133937,0.18472141,-0.27739814,-0.21859589,0.18788984,0.15210935,-0.19045258,0.14552449,-0.15871702,0.40961254,0.26241508,0.27797133,-0.20070197,-0.21424578,0.18954767,0.23087181,-0.23590507,0.28986937,0.18492517,0.19073893,Q68,0.93649834,2.71242
1113,Q69 Polydactyly,11.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.19634822,0.28240725,-0.15696956,-0.2531946,0.19779022,0.21110362,-0.1337496,-0.23293455,-0.20050265,-0.20207042,0.17246902,-0.1512413,0.29983708,0.14749944,0.22300479,0.15486628,0.24925832,-0.3648181,0.16508277,0.26090708,0.14011277,-0.19399822,-0.13553919,0.14680144,0.10920649,0.1391187,0.26081014,-0.13591346,0.21816894,0.13399337,0.1667243,0.147045,0.20395774,0.1006088,-0.17185703,-0.22529759,0.18520792,-0.13915448,0.20362379,-0.19738086,0.17737032,0.20934896,-0.2337395,0.16778487,-0.14554173,0.20579612,-0.23000298,-0.14977676,-0.19985606,0.15915799,0.24971387,-0.13051319,-0.28976807,0.21768275,0.15408961,0.2704946,-0.13174163,-0.19577175,-0.24521323,-0.24067745,0.13859703,-0.23916341,0.14502743,0.23124024,0.27014294,-0.14080493,0.32674187,-0.27624184,0.23387167,-0.2387169,-0.2320177,-0.15502122,0.20687816,-0.31736004,-0.17765336,0.17061988,-0.1545417,-0.20836523,-0.17644133,-0.14983815,-0.21183652,-0.14723755,0.2002243,-0.21232282,0.16145991,0.25023198,-0.1863172,0.15891491,0.1825568,-0.19010583,-0.2105347,-0.16764799,-0.13929467,0.20116125,0.18690045,0.2612279,-0.27505898,-0.21674992,0.092993505,-0.22564875,-0.17280017,0.17256783,-0.3230517,-0.18026209,0.22021073,0.1361389,-0.18953486,0.14830661,-0.12659988,0.41581416,0.26679984,0.21630801,-0.19703692,-0.23272915,0.18936324,0.17860311,-0.23719406,0.30002388,0.15923977,0.22183795,Q69,1.6444427,2.4794984
1114,Q70 Syndactyly,39.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.1757289,0.1237242,-0.37544954,-0.1670284,-0.0043698195,0.14504923,-0.40314633,-0.16228113,-0.19280723,-0.2010601,0.06522569,-0.2542643,0.19255097,0.1336972,0.15294288,0.12487223,0.32635066,-0.1893664,0.2190301,0.13324443,0.07479036,-0.41120622,0.050399058,0.3458657,0.31868884,0.25414968,0.17322053,-0.23890175,0.061103113,0.37438765,0.07893328,0.2704626,0.24580655,0.07202943,-0.24738498,-0.14014365,0.15510148,-0.038698107,0.115183584,-0.14748824,0.295148,0.06159029,-0.11426931,0.27890387,-0.3919382,0.10819467,-0.16610238,-0.44156414,-0.10746234,0.24650966,0.10393033,-0.19536991,-0.20817146,0.16899352,0.069659494,0.12649304,-0.3593165,-0.2142981,-0.09477263,-0.14670491,0.054708257,-0.058025263,0.3821012,0.13671531,0.2402226,-0.3627516,0.16905856,-0.19070657,0.18354203,-0.2221574,-0.07543721,-0.3260132,0.11594088,-0.27322444,-0.2756506,0.18670097,-0.21793683,-0.23413983,-0.17356269,-0.11145437,-0.44271693,-0.3284336,0.22968782,-0.07918823,0.33193547,0.14365108,-0.076438524,0.19765422,0.25906733,-0.08801146,-0.556464,-0.12917885,-0.21348496,0.40747768,0.22035302,0.17229147,-0.18822378,-0.07187203,0.24889326,-0.1110978,-0.08853986,0.33302525,-0.19271342,-0.09869268,0.42822307,0.29079092,-0.112664826,0.23533893,-0.03497494,0.17252284,0.13028099,0.18635294,-0.1191388,-0.14723177,0.13244069,0.3367992,-0.19787596,0.12220158,0.18509907,0.11388249,Q70,-1.7705128,-0.67850876
1115,Q71 Reduction defects of upper limb,25.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.16224703,0.28816453,-0.14353809,-0.23384516,0.20270029,0.23836386,-0.15328622,-0.21071298,-0.1927162,-0.23440918,0.16340405,-0.14591329,0.3233702,0.19307119,0.22823942,0.15097842,0.24117556,-0.37858668,0.12837157,0.19693072,0.17909788,-0.16613933,-0.10659812,0.15764786,0.123871274,0.103292696,0.291642,-0.17333037,0.21517593,0.12818177,0.14690216,0.14867783,0.16976877,0.13159731,-0.17560318,-0.21152045,0.20302458,-0.11649443,0.17958938,-0.22028479,0.16253191,0.24730827,-0.2513868,0.17401384,-0.12822025,0.18711153,-0.22177503,-0.18380181,-0.22474347,0.14904355,0.261852,-0.08926086,-0.31723392,0.19461028,0.14196801,0.26310614,-0.13967776,-0.18382773,-0.16432835,-0.20237467,0.17093141,-0.20084704,0.1222189,0.2159024,0.25365776,-0.11525787,0.33072522,-0.2757442,0.21163912,-0.20920661,-0.20377026,-0.12741227,0.18867855,-0.2744846,-0.13723205,0.21480884,-0.17731439,-0.20223176,-0.16503061,-0.1514015,-0.19363949,-0.19265313,0.23499385,-0.20050724,0.13995636,0.23532106,-0.20713894,0.17892662,0.17772996,-0.17298646,-0.18147567,-0.19246997,-0.11675071,0.19702104,0.17764905,0.25244352,-0.29685333,-0.20702949,0.13727142,-0.18021752,-0.13138884,0.20927364,-0.29653078,-0.21893246,0.20151655,0.12937261,-0.22653137,0.16398121,-0.11559662,0.39798686,0.264315,0.2852424,-0.18552522,-0.2604736,0.17989337,0.19859664,-0.19765784,0.31472123,0.1798232,0.20635796,Q71,1.1726956,3.4592488
1116,Q72 Reduction defects of lower limb,39.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,0.1859197,0.32218206,-0.1590428,-0.24896781,0.15427275,0.22622934,-0.13025557,-0.20761745,-0.17829664,-0.21131632,0.14237203,-0.1301341,0.32714963,0.18862098,0.22576186,0.14616293,0.26082575,-0.37501404,0.11249443,0.20423235,0.1494779,-0.16308981,-0.091363646,0.13975449,0.17045058,0.13429137,0.2792452,-0.15376715,0.17816003,0.13272987,0.1676672,0.1497257,0.19146526,0.10305465,-0.19262163,-0.22910343,0.19270796,-0.17064996,0.21647674,-0.25984436,0.1699757,0.16013502,-0.21176389,0.1393574,-0.12291578,0.1887959,-0.22953707,-0.16812362,-0.20213945,0.17017747,0.23522054,-0.0880107,-0.29384667,0.20569237,0.11771323,0.26582816,-0.1395825,-0.21865448,-0.27134964,-0.22466542,0.14219373,-0.220347,0.15108636,0.16095163,0.25778022,-0.115696624,0.29359135,-0.32865015,0.24498056,-0.19980228,-0.24008262,-0.098616816,0.19293374,-0.25556332,-0.14171872,0.2193837,-0.17062551,-0.2635213,-0.14435919,-0.1338198,-0.18188381,-0.17541859,0.21520911,-0.17378998,0.15705705,0.21640705,-0.20141727,0.15649143,0.20828104,-0.15626529,-0.19829836,-0.17618701,-0.13290268,0.16226925,0.165807,0.19850534,-0.27821124,-0.1459851,0.13225459,-0.18179879,-0.16851433,0.18425824,-0.31634393,-0.21829885,0.20345275,0.09192643,-0.16255662,0.1941832,-0.12278959,0.40875512,0.20806415,0.28060937,-0.15142351,-0.24810201,0.21365651,0.19387124,-0.24133424,0.31607038,0.18858653,0.1935308,Q72,1.927147,3.5474653
