index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,icd3,umap_x,umap_y
308,F38 Other mood [affective] disorders,129.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.09771577,0.16494878,-0.16860478,-0.095092885,0.27465168,0.08422198,-0.079563126,-0.13471384,-0.29444674,-0.20820023,0.27365163,-0.348023,0.12476663,0.32296422,0.1311355,0.2704188,0.23032808,-0.15366668,0.53197414,0.14072932,0.27106205,-0.1700331,-0.32354304,0.19674052,0.30910686,0.43644994,0.19275935,-0.28064948,0.25866807,0.29254973,0.43329003,0.18041599,0.05034056,0.4180511,-0.20911743,-0.12965164,0.04588834,-0.014211637,0.19355004,-0.16602471,0.047874063,0.14924239,-0.21573721,0.19362584,-0.14995511,0.14552933,-0.13500227,-0.49143618,-0.20513873,0.11801163,0.17618375,-0.085191146,-0.22640675,0.12536623,0.016153682,0.19286588,-0.09438465,-0.20470153,-0.12348115,-0.1997488,0.3440505,-0.096824095,0.059379194,0.1862793,0.2595178,-0.18892811,0.12596032,-0.17497197,0.16998646,-0.11475456,-0.12793782,-0.21697856,0.08341719,-0.10578065,-0.0893267,0.1000153,-0.04984394,-0.15779486,-0.1626691,-0.23961316,-0.03470694,-0.17110033,0.16278619,-0.11699131,0.08133066,0.17635025,-0.1926454,0.14690971,0.07296395,-0.24032253,-0.1497519,-0.20677654,-0.03360333,0.24152611,0.18600534,0.13885427,-0.15354134,-0.1285473,0.19337033,-0.16480257,-0.16083866,0.118271455,-0.17330913,-0.061266094,0.1456008,0.1821514,-0.029803578,0.13195044,-0.1426125,0.16040573,0.18093213,0.18404919,-0.31916314,-0.1924451,0.0877556,0.16071817,-0.22696401,0.16188124,0.5735451,0.13378279,F38,-3.1372964,0.18557954
309,F39 Unspecified mood [affective] disorder,722.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.13592543,0.20346002,-0.11308728,-0.17544869,0.22713752,0.14204644,-0.19538818,-0.12369888,-0.04737786,-0.18132591,0.16555145,-0.05174831,0.12467208,0.15002823,0.14163703,0.30856106,0.26513976,-0.1710223,0.3236104,0.24688196,0.14252253,-0.13740042,-0.176311,0.27370182,0.22161484,0.36779812,0.20802148,-0.1781176,0.11317749,0.18127888,0.48166445,0.05625989,0.13381594,0.069576584,-0.20784529,-0.20928343,-0.018501032,-0.05166952,0.17805704,-0.15598619,0.041016188,0.14067279,-0.23547626,0.16988783,-0.2861871,-0.031114312,-0.10163931,-0.39714205,-0.20398809,0.1703566,0.12690382,-0.34496555,-0.23811775,0.09714642,0.09500031,0.18529715,-0.26003414,-0.10776085,-0.16499902,-0.13410667,0.048816442,-0.090400994,0.21957968,0.09836761,0.19014107,-0.012299376,0.14759862,-0.14076814,0.16475913,-0.107016884,-0.14855292,-0.070537515,0.027241167,-0.20024686,-0.21075217,0.09019473,-0.06668737,-0.23582716,-0.18603773,-0.23321372,-0.07856657,-0.44417128,0.19501808,-0.009547363,0.047092486,0.21276689,-0.175308,0.08537955,0.099324055,-0.19619395,-0.10023586,-0.108597375,-0.12344538,0.20991811,0.062852256,0.061881933,-0.117653355,-0.30764955,0.10677939,-0.11634222,0.03867629,0.115813255,-0.13615121,-0.1520126,0.25390345,0.19154614,-0.1580084,0.17957233,-0.15198813,0.06385165,0.14982781,0.17602688,-0.27510586,-0.16289245,0.038066335,0.113563284,-0.19850932,0.122426204,0.22026865,0.14215858,F39,-2.832752,-0.22897243
310,F40 Phobic anxiety disorders,3145.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.08762608,0.14374006,-0.09422746,-0.12832978,0.11296927,0.1223385,-0.14824341,-0.14083189,-0.06439385,-0.045125652,0.15195891,0.020368174,0.14614289,0.19813903,0.07256546,0.053073075,0.22577915,-0.15885521,0.07405247,0.10603127,0.12985936,-0.03964431,-0.24990734,0.18710415,0.12254836,0.25406128,0.117747836,-0.07396113,0.15173835,0.06101569,0.26547304,0.121401116,0.18068999,0.15816373,-0.1291917,-0.079880856,0.10380818,-0.13840179,0.08688569,-0.16368866,0.1919531,0.11375933,-0.10771452,0.13663237,-0.111654595,0.101841256,-0.1634584,-0.0919183,-0.15339236,0.2291362,0.09970321,-0.09342827,-0.15877812,0.15778242,0.11456302,0.11464624,-0.034944326,-0.14427803,-0.15270571,-0.07971884,0.082940385,-0.10537825,0.12705076,0.053819694,0.13115934,-0.21753013,0.13056602,-0.13300556,0.16506317,-0.123479456,-0.10315957,-0.15239008,0.16545379,-0.13673192,-0.26838598,0.075159505,-0.036785774,-0.14774947,-0.10055989,-0.043148104,-0.14204374,-0.24832678,0.07532128,-0.09206168,0.13553904,0.14706658,-0.1557838,0.059321262,0.106325425,-0.084760524,-0.2652078,-0.14720176,-0.14957803,0.09901283,0.14727892,0.10930935,-0.14901102,-0.14610784,0.06761069,-0.09102692,-0.09817239,0.24954088,-0.18819264,-0.1264427,0.10604559,0.15023886,-0.15693034,0.15370464,-0.17071548,0.1432342,0.123206906,0.17773105,-0.14877991,-0.10096594,0.119854055,0.07201555,-0.21118744,0.14153592,0.100867905,0.10537076,F40,-2.026926,-0.8048439
311,F41 Other anxiety disorders,23991.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.07767175,0.14925782,-0.055094834,-0.11512202,0.072289325,0.071913324,-0.14034739,-0.06528986,-0.04017841,-0.09916107,0.22066943,0.034443952,0.079883926,0.2019663,0.07467879,0.13909459,0.121241994,-0.10437398,0.10640648,0.07192352,0.23268075,-0.04999603,-0.27531198,0.22013946,0.12501493,0.24831441,0.11017767,-0.06115305,0.16492374,0.039312378,0.25325975,0.097796835,0.032641493,0.23728749,-0.11140671,-0.12734206,0.14983666,-0.08463886,0.05257998,-0.15562312,0.13252361,0.12876561,-0.11199112,0.11900796,-0.19374487,0.077235006,-0.18207102,-0.055238903,-0.10755169,0.13115264,0.094945185,-0.11978155,-0.11737399,0.11063068,0.0684724,0.07799323,-0.1829714,-0.20424682,-0.09645092,-0.103400506,0.033864122,-0.1510495,0.15315908,-0.026298407,0.05827187,-0.13312498,0.12912561,-0.12084339,0.07065408,-0.11022039,-0.10795682,-0.10210997,0.08186582,-0.09381602,-0.22428377,0.13374224,-0.06394416,-0.080262184,-0.08415608,-0.07505269,-0.11499156,-0.20479679,0.06997728,-0.09503188,0.07235906,0.10148699,-0.09580971,0.052247234,0.14425191,-0.057719883,-0.054909848,-0.04512912,-0.11315348,0.06778053,0.10245998,0.15680851,-0.11455276,-0.10677336,0.104189985,-0.08435579,-0.13061956,0.1103694,-0.105202235,-0.10765184,0.050822504,0.2607976,-0.12872784,0.20741758,-0.13990821,0.12438909,0.13330826,0.09429115,-0.19675441,-0.080511004,0.11300199,0.03225553,-0.14638785,0.18814264,0.08264644,0.14381182,F41,-2.350906,-1.0037699
312,F42 Obsessive-compulsive disorder,702.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.09438831,0.19946368,-0.14746363,-0.1332737,0.32531616,0.10839764,-0.12492597,-0.17708236,-0.11220217,-0.21239215,0.17680654,-0.18497872,0.17548725,0.07613191,0.12848577,0.20331298,0.20943893,-0.12707484,0.15513642,0.15459877,0.09415421,-0.1561966,-0.18475232,0.14769606,0.1262639,0.111462496,0.18875313,-0.10523311,0.17946395,0.022510834,0.21788457,0.13897139,0.13333164,0.11131747,-0.1206266,-0.123974614,0.010863192,-0.07254449,0.14981982,-0.21030173,0.21003202,0.09796695,-0.11150854,0.11427359,-0.116385795,0.107995845,-0.11646432,-0.1616254,-0.13158663,0.16547929,0.17400815,-0.1430709,-0.19386484,0.14050311,0.07681048,0.10863814,-0.043500174,-0.12123733,-0.18927911,-0.08982945,0.12740503,-0.09955752,0.113972776,0.0983748,0.17157508,-0.15171158,0.19061564,-0.07218865,0.14685984,-0.1090175,-0.14078832,-0.11681861,0.10863581,-0.112140164,-0.15839432,0.047582764,-0.00547257,-0.15446119,-0.19884196,-0.16655585,-0.06950603,-0.18142255,0.2059467,-0.065150715,0.0905164,0.10702946,-0.20323019,0.0548011,0.18182774,-0.1919212,-0.04391063,-0.12273672,-0.19388212,0.06643136,0.10793253,0.118550554,-0.15523204,-0.058856014,0.07482726,-0.18946528,-0.07469541,0.14981514,-0.18512836,-0.12643592,0.10169497,0.19146307,-0.10773566,0.13352758,-0.062895335,0.13576697,0.12797795,0.18051216,-0.26525873,-0.16164654,0.08975774,0.06324061,-0.22290766,0.14877455,0.20322962,0.14888489,F42,0.19105655,2.1048496
313,"F43 Reaction to severe stress, and adjustment disorders",11680.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.09667755,0.14158495,-0.27226323,-0.09293132,0.1189767,0.09034703,-0.04361181,-0.084518485,-0.119797744,-0.1383482,0.17017409,-0.08951242,0.14310496,0.23493287,0.16399147,0.19376168,0.2583716,-0.101051174,0.22202262,0.14970179,0.14902763,-0.15384807,-0.16668607,0.1726898,0.15542342,0.16812667,0.096051835,-0.19135477,0.22217424,0.29082513,0.19024612,0.022265526,0.066993274,0.31190383,-0.21022983,-0.096494466,0.038658492,0.031808976,0.20437914,-0.15044358,0.05224117,0.14275593,-0.2864392,0.17482978,-0.1592598,0.07093922,-0.14093068,-0.24766688,-0.22520842,0.06672406,0.1036416,-0.02167243,-0.17050087,0.07762709,0.0009741507,0.1189846,-0.12412371,-0.067887396,-0.11885601,-0.12643526,0.08211568,-0.1509482,0.07970701,0.024215877,0.13013294,-0.09883494,0.17264843,-0.069715425,0.100312755,-0.04717285,-0.15025899,-0.1972463,0.00889514,-0.12704028,-0.17593558,0.12764658,-0.08747195,-0.15940006,-0.09987667,-0.05045437,-0.008188437,-0.11278412,0.07489435,-0.1264275,0.14514217,0.19008586,-0.112531446,0.0436638,0.06709869,-0.16286068,0.0053007295,-0.038089897,-0.0051725074,0.13042256,0.13828413,0.026516864,-0.093011566,-0.114958204,0.17500089,-0.14358622,-0.025378548,0.038202614,-0.1396751,-0.0871782,0.10528748,0.21244794,-0.021943094,0.14931823,-0.1576101,-0.005405691,0.11973905,0.19357954,-0.21270809,-0.16890562,0.08833363,0.024164233,-0.16630702,0.08724933,0.24915883,0.07896947,F43,-2.671966,0.3397317
314,F44 Dissociative [conversion] disorders,272.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.13698205,0.18307944,-0.257262,-0.11166581,0.19881243,0.1793422,-0.25046262,-0.19522469,-0.08600283,-0.32139134,0.22494529,-0.105129026,0.25128698,0.3214748,0.1397585,0.20202257,0.16864121,-0.18825194,0.11918377,0.119526476,0.30762628,-0.1966139,-0.15726274,0.40709883,0.38338897,0.27479345,0.16750023,-0.12318687,0.13770607,0.39456356,0.3374537,0.078575864,0.117236495,0.08536231,-0.19420524,-0.2529747,0.05311978,-0.092285536,0.11360143,-0.22791116,0.23250772,0.16249494,-0.18552974,0.1406475,-0.24410646,0.14655855,-0.23283635,-0.14074233,-0.1655922,0.048317697,0.13253482,-0.016969994,-0.16395077,0.19751944,0.047996886,0.061421406,-0.30384272,-0.13457215,-0.09934113,-0.0602934,0.15443803,-0.17575005,0.34078053,0.12923205,0.15753092,-0.3835368,0.17288065,-0.15572096,0.10771592,-0.1264381,-0.175841,-0.114725925,0.1475329,-0.14476737,-0.20513593,0.19075578,0.0012917754,-0.09682426,-0.10247615,-0.2318932,-0.07433366,-0.13342406,0.17741299,-0.10227434,0.1009654,0.10651005,-0.099820755,-0.008666362,0.26865536,-0.19687384,-0.05708727,-0.06941932,-0.119447835,-0.0056885188,0.09201884,0.31178093,-0.27000585,-0.14350782,0.16943397,-0.16461408,-0.07628947,0.13742918,-0.13527739,-0.3063925,0.057099856,0.27085456,-0.2483269,0.2426164,-0.13584188,0.27588516,0.0978336,0.19319434,-0.2929395,-0.09924695,0.084389344,0.06588647,-0.1978001,0.15653335,0.11388629,0.26793098,F44,-2.4494336,-1.2075148
315,F45 Somatoform disorders,2451.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.11859803,0.12539682,-0.08804639,-0.13733652,0.054575864,0.057009507,-0.11656926,-0.13474767,-0.06085913,-0.15824191,0.15487537,-0.08508731,0.16767253,0.14726353,0.12898812,0.14440317,0.20723799,-0.16883487,0.20634441,0.13921528,0.16390687,-0.08679243,-0.053152,0.17620865,0.17663497,0.20825887,0.15431532,-0.13891047,0.15739714,0.21298197,0.2686758,0.037464965,0.07777292,0.12890863,-0.1785388,-0.120522454,0.10375447,-0.029730262,0.13712092,-0.10731848,0.1272825,0.12501407,-0.18518579,0.21129549,-0.20980339,0.06491225,-0.16175708,-0.2598524,-0.12681107,0.07199901,0.14042662,0.005393989,-0.19662482,0.1392851,0.028928008,0.11926884,-0.23749387,-0.1496769,-0.13504456,-0.1872304,0.14134972,-0.14782456,0.120791085,0.103579015,0.14780825,-0.08665618,0.16336301,-0.1322408,0.12969428,-0.060869373,-0.124907106,-0.0988944,0.07700007,-0.11670455,-0.14805476,0.102167256,-0.02091165,-0.11617773,-0.105939396,-0.1647317,-0.11887535,-0.18491091,0.08691237,-0.082124054,0.13683909,0.17605825,-0.13869725,0.07572752,0.06774458,-0.05041267,-0.08261073,-0.14018965,-0.023103457,0.16598378,0.15007414,0.07850502,-0.14311595,-0.08304506,0.14703108,-0.13030788,-0.08031471,0.038212206,-0.18271889,-0.08925011,0.16475178,0.18274674,-0.076423585,0.14670777,-0.24650589,0.09818239,0.11700409,0.16109027,-0.15010661,-0.14022441,0.07296285,0.06799567,-0.13350971,0.12971354,0.19497806,0.10370533,F45,-2.6222494,-0.15446329
316,F48 Other neurotic disorders,304.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.103971995,0.18002291,-0.17913198,-0.15351273,0.2784391,0.061538823,-0.16229275,-0.15827093,-0.2368708,-0.20992668,0.24023926,-0.28708076,0.15902808,0.17644083,0.18897188,0.16869015,0.28751063,-0.21200182,0.18418208,0.22328536,0.13645598,-0.2728304,-0.15397888,0.13146602,0.14065856,0.119704545,0.15346994,-0.109743856,0.21719973,0.0988136,0.088518366,0.14601626,0.22201166,0.104955874,-0.17265089,-0.17170998,0.054523107,-0.1018518,0.19615656,-0.09466451,0.14080721,0.023509685,-0.23138516,0.21123923,-0.16848408,0.13122216,-0.07610147,-0.24276601,-0.10460809,0.16082092,0.13183984,-0.22083761,-0.17392981,0.10022576,0.03279214,0.15597796,-0.0703524,-0.21277289,-0.14426973,-0.10538765,0.19880489,-0.11536086,0.12025541,0.020543972,0.19150996,-0.08361793,0.13710621,-0.11672015,0.15400401,-0.05805373,-0.10312195,-0.00041230727,0.13282356,-0.15762086,-0.2035496,0.14211576,0.041861925,-0.16306491,-0.16014695,0.08656501,-0.15712255,-0.15659793,0.2455496,-0.11413042,0.10100723,0.21846756,-0.16772307,0.116450556,0.1715908,-0.22976513,-0.09109151,-0.21305585,-0.121266566,0.16565806,0.15753914,0.06604052,-0.11030078,-0.15755357,0.1499664,-0.1844585,-0.111102074,0.18660589,-0.15112077,-0.15273039,0.18707348,0.20351571,-0.055552945,0.19888037,-0.17074557,0.13534407,0.067843996,0.22319853,-0.18179493,-0.1747816,0.056333564,0.12102403,-0.1783558,0.15616013,0.4173042,0.07474147,F48,-0.1304664,1.999366
317,F50 Eating disorders,752.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.17494066,0.19058426,-0.11993999,-0.16661324,0.053626377,0.27138856,-0.063103475,-0.18356623,-0.065228336,-0.118559994,0.028590703,-0.3915724,0.26923487,0.145,0.14635924,0.010669979,0.16438478,-0.20871666,0.15464464,0.23743096,-0.055834115,-0.20069431,-0.25726682,0.08197684,0.047485944,0.049562056,0.14820574,-0.044961337,0.086652555,0.35300273,0.005947899,0.08394708,0.12017691,-0.0034990297,-0.09215469,-0.16748115,0.33458936,-0.320627,0.19376196,-0.24907674,0.27032474,0.16266933,-0.09657338,0.25135386,-0.08945473,0.18770467,-0.1476591,-0.026172508,-0.14290151,0.1413127,0.19305335,-0.46129587,-0.123757966,0.23122424,0.17873746,0.12122734,-0.018104224,-0.123066574,-0.17557055,-0.088526055,0.088621266,-0.11512545,0.110446915,0.068710685,0.118573286,-0.08322322,0.14914227,-0.17995536,0.13352564,-0.13255328,-0.09529703,-0.013658201,0.14409567,-0.17386559,-0.11753972,0.14917266,-0.09315073,-0.13909894,-0.30913764,0.009604207,-0.25977877,-0.14278413,0.28256333,-0.17903635,0.108716175,0.15988564,-0.068083875,0.026768511,0.24691883,-0.21124017,-0.19856302,-0.08179662,-0.102684125,0.21755673,0.11656852,0.26313436,-0.19790152,-0.08546695,-0.06038398,-0.21370156,-0.18771821,0.3862891,-0.19414157,-0.19382529,0.19901124,0.08945621,-0.29759642,0.47040182,-0.16815868,0.25492024,0.07155156,0.17394933,-0.047606487,-0.12084926,0.12606372,0.17025633,-0.08093059,0.15285149,0.0044689034,0.16132832,F50,-3.5764713,3.5891623
318,F51 Nonorganic sleep disorders,453.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.06829637,0.20423053,-0.27441493,-0.15796006,0.2574076,0.100305274,-0.09592624,-0.16028388,-0.12995246,-0.13027628,0.28060555,-0.057791263,0.1428823,0.26421928,0.10989527,0.4399776,0.18543214,-0.15423065,0.2870498,0.1405342,0.2128305,-0.3740802,-0.3118693,0.25201613,0.2325485,0.27510205,0.12333244,-0.16171047,0.16662079,0.17474617,0.40476808,0.17360432,0.11039962,0.25226098,-0.23013869,-0.11322401,0.14083244,-0.037462205,0.19658497,-0.18678299,0.19201933,0.15115744,-0.2578611,0.19493766,-0.21910241,0.2104595,-0.1352972,-0.2913971,-0.14861873,0.12723756,0.19663154,-0.09415318,-0.1773865,0.17774335,0.12240434,0.08519132,-0.14521186,-0.20322073,-0.1569065,-0.085385606,0.21283184,-0.15105681,0.20548981,0.12117906,0.111824565,-0.29273048,0.17986213,-0.10979965,0.1163771,-0.11575464,-0.13447125,-0.33945453,0.077221856,-0.11972561,-0.37801504,0.08955814,-0.17339413,-0.08354123,-0.10762471,-0.16871296,-0.11034862,-0.32545945,0.111591674,-0.061201103,0.05210982,0.13885179,-0.19180508,0.1310078,0.14591673,-0.269901,-0.032513555,0.006113839,-0.2681421,0.12985922,0.10472399,0.098399684,-0.106261365,-0.06464952,0.1779247,-0.15386134,-0.1338771,0.068352126,-0.17179367,-0.09562195,0.09500869,0.3287703,-0.12502365,0.08468375,-0.19126268,0.13454539,0.1034679,0.14852324,-0.19956957,-0.1149802,0.099569835,0.05952638,-0.20914838,0.18116689,0.29525825,0.13384895,F51,-2.0177855,-0.50989485
319,"F52 Sexual dysfunction, not caused by organic disorder or disease",1912.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.027259776,0.121385455,-0.23239847,-0.10767553,0.18701799,0.10903764,-0.1428825,-0.07574634,-0.0052238265,-0.1251294,0.14486788,-0.09615555,0.10813426,0.15900663,0.10001658,0.28785157,0.19199549,-0.14470667,0.16568816,0.20806815,0.24259369,-0.19257319,-0.23382483,0.14328375,0.16104448,0.2787704,0.16300818,-0.07889523,0.11086301,0.16551284,0.29589814,0.18712425,0.008776574,0.24771877,-0.16395226,-0.10003619,0.1279597,-0.09188738,0.18141255,-0.1540602,0.16280107,0.17190294,-0.13581415,0.09299679,-0.13628887,0.042124487,-0.1285922,-0.19555546,-0.09930921,0.07737773,0.144889,-0.18524486,-0.21634483,0.1216062,0.07296396,0.14772719,-0.12628879,-0.13316675,-0.12585454,-0.2398442,0.09913287,-0.11261143,0.15015033,0.119534224,0.15177618,-0.12568906,0.22028758,-0.08402568,0.1536421,-0.11048386,-0.12225765,-0.2683903,0.06952204,-0.16049357,-0.20598263,0.08497904,-0.06317544,-0.1848602,-0.12003076,-0.09944361,-0.09778867,-0.22737123,0.16191296,-0.017632384,0.06272091,0.11315638,-0.19068035,0.07168304,0.12031559,-0.13266122,-0.088532925,-0.0651942,-0.14149903,0.14570773,0.112800516,0.07760074,-0.14388578,-0.088387445,0.14122003,-0.069069006,-0.085116304,0.057628874,-0.13199703,-0.032059394,0.047734305,0.19655392,-0.08671074,0.003290517,-0.046315104,0.10450828,0.12803236,0.11935612,-0.15821926,-0.110180885,0.07287287,0.052535854,-0.19237608,0.074191235,0.26550257,0.09249511,F52,-1.8883655,-0.48858547
320,"F53 Mental and behavioural disorders associated with the puerperium, not elsewhere classified",1009.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.29646292,0.30334085,-0.1310775,-0.24914093,0.061398424,0.49899048,-0.031188192,-0.18115842,-0.01164776,-0.13552715,-0.024351582,-0.18172497,0.2790819,0.2367234,0.23982774,0.10753952,0.23448446,-0.10637681,0.2846233,0.19007747,0.010550467,-0.093782276,-0.16045251,0.062061347,0.14457682,-0.00573255,0.20239586,-0.07964453,0.101079285,0.21088846,0.029691279,0.03480561,0.16271041,-0.06328787,-0.1745808,-0.31097403,0.25702623,-0.10484636,0.26270723,-0.32230073,0.046913154,0.2680667,-0.16738482,0.21278013,-0.006338726,0.1654379,-0.107410796,-0.09302101,-0.22933629,0.023156194,0.20589747,-0.26549014,-0.19130962,0.29697275,0.08965136,0.14614362,0.026699558,-0.08025729,-0.27427432,-0.12904419,0.037269805,-0.25887176,-0.019719042,0.12101803,0.18940523,-0.014879771,0.18200925,-0.09895422,0.3204908,-0.14813511,-0.26976198,0.014976132,0.057227403,-0.23304848,-0.11660782,0.132335,-0.028371785,-0.18020467,-0.34906176,-0.003914787,-0.20488742,-0.07093994,0.2434335,-0.120520145,-0.028464872,0.33578238,-0.11396103,-0.015051735,0.18471228,-0.15857837,-0.123761125,-0.11317093,-0.023840927,0.25652596,0.0343163,0.4074385,-0.15942892,-0.22491726,-0.047753565,-0.311237,-0.016931327,0.3076507,-0.17800865,-0.2626581,0.30176455,-0.056809284,-0.45300698,0.26192415,-0.0872639,0.2562881,0.15423055,0.23751086,-0.2047292,-0.20439054,0.11799465,0.28625157,-0.13795522,0.17033304,0.027409647,0.29371354,F53,-3.6104412,3.6970754
321,F54 Psychological and behavioural factors associated with disorders or diseases classified elsewhere,10.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.22204036,0.30068478,-0.13021411,-0.27233887,0.15741925,0.2095974,-0.12845308,-0.22797202,-0.18257566,-0.22284533,0.18186878,-0.16065158,0.3098603,0.12980615,0.21206646,0.12541828,0.25838527,-0.3474676,0.106091306,0.20225783,0.17381291,-0.19295004,-0.1375673,0.18213981,0.16737689,0.08957984,0.31862324,-0.20525919,0.2100027,0.1529738,0.1604134,0.1720227,0.15090764,0.12735401,-0.17090409,-0.23323466,0.21252137,-0.14976828,0.22600904,-0.21670574,0.21499927,0.22057611,-0.22460085,0.1356093,-0.11969501,0.21786717,-0.2170775,-0.16705921,-0.17985408,0.17719808,0.2364158,-0.10754261,-0.32993057,0.20358722,0.17631005,0.21235803,-0.113062106,-0.19008557,-0.19430678,-0.20236014,0.12507896,-0.21071264,0.1488998,0.19055437,0.29115725,-0.120426185,0.3004765,-0.30465668,0.220769,-0.23549105,-0.20251769,-0.1439761,0.18382286,-0.25713256,-0.16290206,0.17727965,-0.1868676,-0.23171103,-0.16586491,-0.12622738,-0.17635696,-0.1471716,0.23622869,-0.16632062,0.17441402,0.24319969,-0.21863739,0.15006462,0.18628655,-0.17163889,-0.19243968,-0.14359592,-0.10154946,0.21527012,0.15135866,0.24890149,-0.26984048,-0.18371893,0.08165473,-0.18701957,-0.1862908,0.16622673,-0.32511705,-0.20716222,0.19600797,0.13762905,-0.19445932,0.16862915,-0.1262813,0.4182124,0.22053726,0.22389264,-0.19390215,-0.23408887,0.17976418,0.18195039,-0.23072311,0.30886117,0.1653626,0.23450853,F54,1.6708815,3.4946287
322,F55 Abuse of non-dependence-producing substances,24.0,V. Mental and behavioural disorders,V. Mental Disorders,#9edae5,0.1749745,0.2966966,-0.13250175,-0.22943667,0.15302478,0.19393308,-0.13338912,-0.21342582,-0.1765555,-0.20923077,0.19356947,-0.1429052,0.32979503,0.15346049,0.23402159,0.19723637,0.2266532,-0.3187615,0.12638588,0.20342515,0.13542832,-0.17358714,-0.15543859,0.1630061,0.12594125,0.08620311,0.2832931,-0.17005578,0.20011654,0.11084713,0.1534108,0.1609018,0.18243212,0.13021702,-0.21320993,-0.21100043,0.17006393,-0.13834727,0.19416532,-0.24447839,0.16972724,0.19004844,-0.25083137,0.13625054,-0.16274126,0.2182431,-0.24932492,-0.1328353,-0.22210959,0.14541903,0.26675415,-0.07354477,-0.30330366,0.23379613,0.13771755,0.23720989,-0.16577663,-0.16967669,-0.17966072,-0.21548696,0.17019384,-0.20627147,0.1807671,0.19385694,0.2893766,-0.11145495,0.2867999,-0.32244962,0.20437303,-0.20830664,-0.2202492,-0.1416015,0.15274398,-0.26948905,-0.16853067,0.19239523,-0.14127092,-0.25216323,-0.12021465,-0.114774734,-0.18553473,-0.16957846,0.22664583,-0.19083798,0.13655475,0.23558757,-0.22868668,0.1576499,0.17176491,-0.20262422,-0.15962502,-0.16160592,-0.13149925,0.17646238,0.21215755,0.22422841,-0.3224596,-0.15917502,0.12422202,-0.21477564,-0.13823326,0.18672024,-0.31916156,-0.18539348,0.1894293,0.116827235,-0.20542559,0.140086,-0.1217992,0.3864508,0.27322426,0.23819764,-0.19296356,-0.25294703,0.19637811,0.16889298,-0.2424286,0.28383148,0.1596091,0.17920612,F55,1.1014608,3.4781969
